name,url,types,abilities,hp,attack,defense,special-attack,special-defense,speed,is_legendary,generation,hidden_ability,primary_type,weight,height
sandaconda,https://pokeapi.co/api/v2/pokemon/844/,ground,"sand-spit, shed-skin, sand-veil",72,107,125,65,70,71,False,generation-viii,sand-veil,ground,655,38
cramorant,https://pokeapi.co/api/v2/pokemon/845/,"flying, water",gulp-missile,70,85,55,85,95,85,False,generation-viii,,flying,180,8
arrokuda,https://pokeapi.co/api/v2/pokemon/846/,water,"swift-swim, propeller-tail",41,63,40,40,30,66,False,generation-viii,propeller-tail,water,10,5
barraskewda,https://pokeapi.co/api/v2/pokemon/847/,water,"swift-swim, propeller-tail",61,123,60,60,50,136,False,generation-viii,propeller-tail,water,300,13
toxel,https://pokeapi.co/api/v2/pokemon/848/,"electric, poison","rattled, static, klutz",40,38,35,54,35,40,False,generation-viii,klutz,electric,110,4
toxtricity-amped,https://pokeapi.co/api/v2/pokemon/849/,"electric, poison","punk-rock, plus, technician",75,98,70,114,70,75,False,generation-viii,technician,electric,400,16
sizzlipede,https://pokeapi.co/api/v2/pokemon/850/,"fire, bug","flash-fire, white-smoke, flame-body",50,65,45,50,50,45,False,generation-viii,flame-body,fire,10,7
centiskorch,https://pokeapi.co/api/v2/pokemon/851/,"fire, bug","flash-fire, white-smoke, flame-body",100,115,65,90,90,65,False,generation-viii,flame-body,fire,1200,30
clobbopus,https://pokeapi.co/api/v2/pokemon/852/,fighting,"limber, technician",50,68,60,50,50,32,False,generation-viii,technician,fighting,40,6
grapploct,https://pokeapi.co/api/v2/pokemon/853/,fighting,"limber, technician",80,118,90,70,80,42,False,generation-viii,technician,fighting,390,16
sinistea,https://pokeapi.co/api/v2/pokemon/854/,ghost,"weak-armor, cursed-body",40,45,45,74,54,50,False,generation-viii,cursed-body,ghost,2,1
polteageist,https://pokeapi.co/api/v2/pokemon/855/,ghost,"weak-armor, cursed-body",60,65,65,134,114,70,False,generation-viii,cursed-body,ghost,4,2
hatenna,https://pokeapi.co/api/v2/pokemon/856/,psychic,"healer, anticipation, magic-bounce",42,30,45,56,53,39,False,generation-viii,magic-bounce,psychic,34,4
hattrem,https://pokeapi.co/api/v2/pokemon/857/,psychic,"healer, anticipation, magic-bounce",57,40,65,86,73,49,False,generation-viii,magic-bounce,psychic,48,6
hatterene,https://pokeapi.co/api/v2/pokemon/858/,"psychic, fairy","healer, anticipation, magic-bounce",57,90,95,136,103,29,False,generation-viii,magic-bounce,psychic,51,21
impidimp,https://pokeapi.co/api/v2/pokemon/859/,"dark, fairy","prankster, frisk, pickpocket",45,45,30,55,40,50,False,generation-viii,pickpocket,dark,55,4
morgrem,https://pokeapi.co/api/v2/pokemon/860/,"dark, fairy","prankster, frisk, pickpocket",65,60,45,75,55,70,False,generation-viii,pickpocket,dark,125,8
grimmsnarl,https://pokeapi.co/api/v2/pokemon/861/,"dark, fairy","prankster, frisk, pickpocket",95,120,65,95,75,60,False,generation-viii,pickpocket,dark,610,15
obstagoon,https://pokeapi.co/api/v2/pokemon/862/,"dark, normal","reckless, guts, defiant",93,90,101,60,81,95,False,generation-viii,defiant,dark,460,16
perrserker,https://pokeapi.co/api/v2/pokemon/863/,steel,"battle-armor, tough-claws, steely-spirit",70,110,100,50,60,50,False,generation-viii,steely-spirit,steel,280,8
cursola,https://pokeapi.co/api/v2/pokemon/864/,ghost,"weak-armor, perish-body",60,95,50,145,130,30,False,generation-viii,perish-body,ghost,4,10
sirfetchd,https://pokeapi.co/api/v2/pokemon/865/,fighting,"steadfast, scrappy",62,135,95,68,82,65,False,generation-viii,scrappy,fighting,1170,8
mr-rime,https://pokeapi.co/api/v2/pokemon/866/,"ice, psychic","tangled-feet, screen-cleaner, ice-body",80,85,75,110,100,70,False,generation-viii,ice-body,ice,582,15
runerigus,https://pokeapi.co/api/v2/pokemon/867/,"ground, ghost",wandering-spirit,58,95,145,50,105,30,False,generation-viii,,ground,666,16
milcery,https://pokeapi.co/api/v2/pokemon/868/,fairy,"sweet-veil, aroma-veil",45,40,40,50,61,34,False,generation-viii,aroma-veil,fairy,3,2
alcremie,https://pokeapi.co/api/v2/pokemon/869/,fairy,"sweet-veil, aroma-veil",65,60,75,110,121,64,False,generation-viii,aroma-veil,fairy,5,3
falinks,https://pokeapi.co/api/v2/pokemon/870/,fighting,"battle-armor, defiant",65,100,100,70,60,75,False,generation-viii,defiant,fighting,620,30
pincurchin,https://pokeapi.co/api/v2/pokemon/871/,electric,"lightning-rod, electric-surge",48,101,95,91,85,15,False,generation-viii,electric-surge,electric,10,3
snom,https://pokeapi.co/api/v2/pokemon/872/,"ice, bug","shield-dust, ice-scales",30,25,35,45,30,20,False,generation-viii,ice-scales,ice,38,3
frosmoth,https://pokeapi.co/api/v2/pokemon/873/,"ice, bug","shield-dust, ice-scales",70,65,60,125,90,65,False,generation-viii,ice-scales,ice,420,13
stonjourner,https://pokeapi.co/api/v2/pokemon/874/,rock,power-spot,100,125,135,20,20,70,False,generation-viii,,rock,5200,25
eiscue-ice,https://pokeapi.co/api/v2/pokemon/875/,ice,ice-face,75,80,110,65,90,50,False,generation-viii,,ice,890,14
indeedee-male,https://pokeapi.co/api/v2/pokemon/876/,"psychic, normal","inner-focus, synchronize, psychic-surge",60,65,55,105,95,95,False,generation-viii,psychic-surge,psychic,280,9
morpeko-full-belly,https://pokeapi.co/api/v2/pokemon/877/,"electric, dark",hunger-switch,58,95,58,70,58,97,False,generation-viii,,electric,30,3
cufant,https://pokeapi.co/api/v2/pokemon/878/,steel,"sheer-force, heavy-metal",72,80,49,40,49,40,False,generation-viii,heavy-metal,steel,1000,12
copperajah,https://pokeapi.co/api/v2/pokemon/879/,steel,"sheer-force, heavy-metal",122,130,69,80,69,30,False,generation-viii,heavy-metal,steel,6500,30
dracozolt,https://pokeapi.co/api/v2/pokemon/880/,"electric, dragon","volt-absorb, hustle, sand-rush",90,100,90,80,70,75,False,generation-viii,sand-rush,electric,1900,18
arctozolt,https://pokeapi.co/api/v2/pokemon/881/,"electric, ice","volt-absorb, static, slush-rush",90,100,90,90,80,55,False,generation-viii,slush-rush,electric,1500,23
dracovish,https://pokeapi.co/api/v2/pokemon/882/,"water, dragon","water-absorb, strong-jaw, sand-rush",90,90,100,70,80,75,False,generation-viii,sand-rush,water,2150,23
arctovish,https://pokeapi.co/api/v2/pokemon/883/,"water, ice","water-absorb, ice-body, slush-rush",90,90,100,80,90,55,False,generation-viii,slush-rush,water,1750,20
duraludon,https://pokeapi.co/api/v2/pokemon/884/,"steel, dragon","light-metal, heavy-metal, stalwart",70,95,115,120,50,85,False,generation-viii,stalwart,steel,400,18
dreepy,https://pokeapi.co/api/v2/pokemon/885/,"dragon, ghost","clear-body, infiltrator, cursed-body",28,60,30,40,30,82,False,generation-viii,cursed-body,dragon,20,5
drakloak,https://pokeapi.co/api/v2/pokemon/886/,"dragon, ghost","clear-body, infiltrator, cursed-body",68,80,50,60,50,102,False,generation-viii,cursed-body,dragon,110,14
dragapult,https://pokeapi.co/api/v2/pokemon/887/,"dragon, ghost","clear-body, infiltrator, cursed-body",88,120,75,100,75,142,False,generation-viii,cursed-body,dragon,500,30
zacian,https://pokeapi.co/api/v2/pokemon/888/,fairy,intrepid-sword,92,120,115,80,115,138,True,generation-viii,,fairy,1100,28
zamazenta,https://pokeapi.co/api/v2/pokemon/889/,fighting,dauntless-shield,92,120,115,80,115,138,True,generation-viii,,fighting,2100,29
eternatus,https://pokeapi.co/api/v2/pokemon/890/,"poison, dragon",pressure,140,85,95,145,95,130,True,generation-viii,,poison,9500,200
kubfu,https://pokeapi.co/api/v2/pokemon/891/,fighting,inner-focus,60,90,60,53,50,72,True,generation-viii,,fighting,120,6
urshifu-single-strike,https://pokeapi.co/api/v2/pokemon/892/,"fighting, dark",unseen-fist,100,130,100,63,60,97,True,generation-viii,,fighting,1050,19
zarude,https://pokeapi.co/api/v2/pokemon/893/,"dark, grass",leaf-guard,105,120,105,70,95,105,False,generation-viii,,dark,700,18
regieleki,https://pokeapi.co/api/v2/pokemon/894/,electric,transistor,80,100,50,100,50,200,True,generation-viii,,electric,1450,12
regidrago,https://pokeapi.co/api/v2/pokemon/895/,dragon,dragons-maw,200,100,50,100,50,80,True,generation-viii,,dragon,2000,21
glastrier,https://pokeapi.co/api/v2/pokemon/896/,ice,chilling-neigh,100,145,130,65,110,30,True,generation-viii,,ice,8000,22
spectrier,https://pokeapi.co/api/v2/pokemon/897/,ghost,grim-neigh,100,65,60,145,80,130,True,generation-viii,,ghost,445,20
calyrex,https://pokeapi.co/api/v2/pokemon/898/,"psychic, grass",unnerve,100,80,80,80,80,80,True,generation-viii,,psychic,77,11
wyrdeer,https://pokeapi.co/api/v2/pokemon/899/,"normal, psychic","intimidate, frisk, sap-sipper",103,105,72,105,75,65,False,generation-viii,sap-sipper,normal,951,18
kleavor,https://pokeapi.co/api/v2/pokemon/900/,"bug, rock","swarm, sheer-force, sharpness",70,135,95,45,70,85,False,generation-viii,sharpness,bug,890,18
ursaluna,https://pokeapi.co/api/v2/pokemon/901/,"ground, normal","guts, bulletproof, unnerve",130,140,105,45,80,50,False,generation-viii,unnerve,ground,2900,24
basculegion-male,https://pokeapi.co/api/v2/pokemon/902/,"water, ghost","swift-swim, adaptability, mold-breaker",120,112,65,80,75,78,False,generation-viii,mold-breaker,water,1100,30
sneasler,https://pokeapi.co/api/v2/pokemon/903/,"fighting, poison","pressure, unburden, poison-touch",80,130,60,40,80,120,False,generation-viii,poison-touch,fighting,430,13
overqwil,https://pokeapi.co/api/v2/pokemon/904/,"dark, poison","poison-point, swift-swim, intimidate",85,115,95,65,65,85,False,generation-viii,intimidate,dark,605,25
enamorus-incarnate,https://pokeapi.co/api/v2/pokemon/905/,"fairy, flying","cute-charm, contrary",74,115,70,135,80,106,True,generation-viii,contrary,fairy,480,16
sprigatito,https://pokeapi.co/api/v2/pokemon/906/,grass,"overgrow, protean",40,61,54,45,45,65,False,generation-ix,protean,grass,41,4
floragato,https://pokeapi.co/api/v2/pokemon/907/,grass,"overgrow, protean",61,80,63,60,63,83,False,generation-ix,protean,grass,122,9
meowscarada,https://pokeapi.co/api/v2/pokemon/908/,"grass, dark","overgrow, protean",76,110,70,81,70,123,False,generation-ix,protean,grass,312,15
fuecoco,https://pokeapi.co/api/v2/pokemon/909/,fire,"blaze, unaware",67,45,59,63,40,36,False,generation-ix,unaware,fire,98,4
crocalor,https://pokeapi.co/api/v2/pokemon/910/,fire,"blaze, unaware",81,55,78,90,58,49,False,generation-ix,unaware,fire,307,10
skeledirge,https://pokeapi.co/api/v2/pokemon/911/,"fire, ghost","blaze, unaware",104,75,100,110,75,66,False,generation-ix,unaware,fire,3265,16
quaxly,https://pokeapi.co/api/v2/pokemon/912/,water,"torrent, moxie",55,65,45,50,45,50,False,generation-ix,moxie,water,61,5
quaxwell,https://pokeapi.co/api/v2/pokemon/913/,water,"torrent, moxie",70,85,65,65,60,65,False,generation-ix,moxie,water,215,12
quaquaval,https://pokeapi.co/api/v2/pokemon/914/,"water, fighting","torrent, moxie",85,120,80,85,75,85,False,generation-ix,moxie,water,619,18
lechonk,https://pokeapi.co/api/v2/pokemon/915/,normal,"aroma-veil, gluttony, thick-fat",54,45,40,35,45,35,False,generation-ix,thick-fat,normal,102,5
oinkologne,https://pokeapi.co/api/v2/pokemon/916/,normal,"lingering-aroma, gluttony, thick-fat",110,100,75,59,80,65,False,generation-ix,thick-fat,normal,1200,10
tarountula,https://pokeapi.co/api/v2/pokemon/917/,bug,"insomnia, stakeout",35,41,45,29,40,20,False,generation-ix,stakeout,bug,40,3
spidops,https://pokeapi.co/api/v2/pokemon/918/,bug,"insomnia, stakeout",60,79,92,52,86,35,False,generation-ix,stakeout,bug,165,10
nymble,https://pokeapi.co/api/v2/pokemon/919/,bug,"swarm, tinted-lens",33,46,40,21,25,45,False,generation-ix,tinted-lens,bug,10,2
lokix,https://pokeapi.co/api/v2/pokemon/920/,"bug, dark","swarm, tinted-lens",71,102,78,52,55,92,False,generation-ix,tinted-lens,bug,175,10
pawmi,https://pokeapi.co/api/v2/pokemon/921/,electric,"static, natural-cure, iron-fist",45,50,20,40,25,60,False,generation-ix,iron-fist,electric,25,3
pawmo,https://pokeapi.co/api/v2/pokemon/922/,"electric, fighting","volt-absorb, natural-cure, iron-fist",60,75,40,50,40,85,False,generation-ix,iron-fist,electric,65,4
pawmot,https://pokeapi.co/api/v2/pokemon/923/,"electric, fighting","volt-absorb, natural-cure, iron-fist",70,115,70,70,60,105,False,generation-ix,iron-fist,electric,410,9
tandemaus,https://pokeapi.co/api/v2/pokemon/924/,normal,"run-away, pickup, own-tempo",50,50,45,40,45,75,False,generation-ix,own-tempo,normal,18,3
maushold,https://pokeapi.co/api/v2/pokemon/925/,normal,"friend-guard, cheek-pouch, technician",74,75,70,65,75,111,False,generation-ix,technician,normal,23,3
fidough,https://pokeapi.co/api/v2/pokemon/926/,fairy,"own-tempo, klutz",37,55,70,30,55,65,False,generation-ix,klutz,fairy,109,3
dachsbun,https://pokeapi.co/api/v2/pokemon/927/,fairy,"well-baked-body, aroma-veil",57,80,115,50,80,95,False,generation-ix,aroma-veil,fairy,149,5
smoliv,https://pokeapi.co/api/v2/pokemon/928/,"grass, normal","early-bird, harvest",41,35,45,58,51,30,False,generation-ix,harvest,grass,65,3
dolliv,https://pokeapi.co/api/v2/pokemon/929/,"grass, normal","early-bird, harvest",52,53,60,78,78,33,False,generation-ix,harvest,grass,119,6
arboliva,https://pokeapi.co/api/v2/pokemon/930/,"grass, normal","seed-sower, harvest",78,69,90,125,109,39,False,generation-ix,harvest,grass,482,14
squawkabilly,https://pokeapi.co/api/v2/pokemon/931/,"normal, flying","intimidate, hustle, guts",82,96,51,45,51,92,False,generation-ix,guts,normal,24,6
nacli,https://pokeapi.co/api/v2/pokemon/932/,rock,"purifying-salt, sturdy, clear-body",55,55,75,35,35,25,False,generation-ix,clear-body,rock,160,4
naclstack,https://pokeapi.co/api/v2/pokemon/933/,rock,"purifying-salt, sturdy, clear-body",60,60,100,35,65,35,False,generation-ix,clear-body,rock,1050,6
garganacl,https://pokeapi.co/api/v2/pokemon/934/,rock,"purifying-salt, sturdy, clear-body",100,100,130,45,90,35,False,generation-ix,clear-body,rock,2400,23
charcadet,https://pokeapi.co/api/v2/pokemon/935/,fire,"flash-fire, flame-body",40,50,40,50,40,35,False,generation-ix,flame-body,fire,105,6
armarouge,https://pokeapi.co/api/v2/pokemon/936/,"fire, psychic","flash-fire, weak-armor",85,60,100,125,80,75,False,generation-ix,weak-armor,fire,850,15
ceruledge,https://pokeapi.co/api/v2/pokemon/937/,"fire, ghost","flash-fire, weak-armor",75,125,80,60,100,85,False,generation-ix,weak-armor,fire,620,16
tadbulb,https://pokeapi.co/api/v2/pokemon/938/,electric,"own-tempo, static, damp",61,31,41,59,35,45,False,generation-ix,damp,electric,4,3
bellibolt,https://pokeapi.co/api/v2/pokemon/939/,electric,"electromorphosis, static, damp",109,64,91,103,83,45,False,generation-ix,damp,electric,1130,12
wattrel,https://pokeapi.co/api/v2/pokemon/940/,"electric, flying","wind-power, volt-absorb, competitive",40,40,35,55,40,70,False,generation-ix,competitive,electric,36,4
kilowattrel,https://pokeapi.co/api/v2/pokemon/941/,"electric, flying","wind-power, volt-absorb, competitive",70,70,60,105,60,125,False,generation-ix,competitive,electric,386,14
maschiff,https://pokeapi.co/api/v2/pokemon/942/,dark,"intimidate, run-away, stakeout",60,78,60,40,51,51,False,generation-ix,stakeout,dark,160,5
mabosstiff,https://pokeapi.co/api/v2/pokemon/943/,dark,"intimidate, guard-dog, stakeout",80,120,90,60,70,85,False,generation-ix,stakeout,dark,610,11
shroodle,https://pokeapi.co/api/v2/pokemon/944/,"poison, normal","unburden, pickpocket, prankster",40,65,35,40,35,75,False,generation-ix,prankster,poison,7,2
grafaiai,https://pokeapi.co/api/v2/pokemon/945/,"poison, normal","unburden, poison-touch, prankster",63,95,65,80,72,110,False,generation-ix,prankster,poison,272,7
bramblin,https://pokeapi.co/api/v2/pokemon/946/,"grass, ghost","wind-rider, infiltrator",40,65,30,45,35,60,False,generation-ix,infiltrator,grass,6,6
brambleghast,https://pokeapi.co/api/v2/pokemon/947/,"grass, ghost","wind-rider, infiltrator",55,115,70,80,70,90,False,generation-ix,infiltrator,grass,60,12
toedscool,https://pokeapi.co/api/v2/pokemon/948/,"ground, grass","mycelium-might, mycelium-might",40,40,35,50,100,70,False,generation-ix,mycelium-might,ground,330,9
toedscruel,https://pokeapi.co/api/v2/pokemon/949/,"ground, grass","mycelium-might, mycelium-might",80,70,65,80,120,100,False,generation-ix,mycelium-might,ground,580,19
klawf,https://pokeapi.co/api/v2/pokemon/950/,rock,"anger-shell, shell-armor, regenerator",70,100,115,35,55,75,False,generation-ix,regenerator,rock,790,13
capsakid,https://pokeapi.co/api/v2/pokemon/951/,grass,"chlorophyll, insomnia, klutz",50,62,40,62,40,50,False,generation-ix,klutz,grass,30,3
scovillain,https://pokeapi.co/api/v2/pokemon/952/,"grass, fire","chlorophyll, insomnia, moody",65,108,65,108,65,75,False,generation-ix,moody,grass,150,9
rellor,https://pokeapi.co/api/v2/pokemon/953/,bug,"compound-eyes, shed-skin",41,50,60,31,58,30,False,generation-ix,shed-skin,bug,10,2
rabsca,https://pokeapi.co/api/v2/pokemon/954/,"bug, psychic","synchronize, telepathy",75,50,85,115,100,45,False,generation-ix,telepathy,bug,35,3
flittle,https://pokeapi.co/api/v2/pokemon/955/,psychic,"anticipation, frisk, speed-boost",30,35,30,55,30,75,False,generation-ix,speed-boost,psychic,15,2
espathra,https://pokeapi.co/api/v2/pokemon/956/,psychic,"opportunist, frisk, speed-boost",95,60,60,101,60,105,False,generation-ix,speed-boost,psychic,900,19
tinkatink,https://pokeapi.co/api/v2/pokemon/957/,"fairy, steel","mold-breaker, own-tempo, pickpocket",50,45,45,35,64,58,False,generation-ix,pickpocket,fairy,89,4
tinkatuff,https://pokeapi.co/api/v2/pokemon/958/,"fairy, steel","mold-breaker, own-tempo, pickpocket",65,55,55,45,82,78,False,generation-ix,pickpocket,fairy,591,7
tinkaton,https://pokeapi.co/api/v2/pokemon/959/,"fairy, steel","mold-breaker, own-tempo, pickpocket",85,75,77,70,105,94,False,generation-ix,pickpocket,fairy,1128,7
wiglett,https://pokeapi.co/api/v2/pokemon/960/,water,"gooey, rattled, sand-veil",10,55,25,35,25,95,False,generation-ix,sand-veil,water,18,12
wugtrio,https://pokeapi.co/api/v2/pokemon/961/,water,"gooey, rattled, sand-veil",35,100,50,50,70,120,False,generation-ix,sand-veil,water,54,12
bombirdier,https://pokeapi.co/api/v2/pokemon/962/,"flying, dark","big-pecks, keen-eye, rocky-payload",70,103,85,60,85,82,False,generation-ix,rocky-payload,flying,429,15
finizen,https://pokeapi.co/api/v2/pokemon/963/,water,"water-veil, water-veil",70,45,40,45,40,75,False,generation-ix,water-veil,water,602,13
palafin,https://pokeapi.co/api/v2/pokemon/964/,water,"zero-to-hero, zero-to-hero",100,70,72,53,62,100,False,generation-ix,zero-to-hero,water,602,13
varoom,https://pokeapi.co/api/v2/pokemon/965/,"steel, poison","overcoat, slow-start",45,70,63,30,45,47,False,generation-ix,slow-start,steel,350,10
revavroom,https://pokeapi.co/api/v2/pokemon/966/,"steel, poison","overcoat, filter",80,119,90,54,67,90,False,generation-ix,filter,steel,1200,18
cyclizar,https://pokeapi.co/api/v2/pokemon/967/,"dragon, normal","shed-skin, regenerator",70,95,65,85,65,121,False,generation-ix,regenerator,dragon,630,16
orthworm,https://pokeapi.co/api/v2/pokemon/968/,steel,"earth-eater, sand-veil",70,85,145,60,55,65,False,generation-ix,sand-veil,steel,3100,25
glimmet,https://pokeapi.co/api/v2/pokemon/969/,"rock, poison","toxic-debris, corrosion",48,35,42,105,60,60,False,generation-ix,corrosion,rock,80,7
glimmora,https://pokeapi.co/api/v2/pokemon/970/,"rock, poison","toxic-debris, corrosion",83,55,90,130,81,86,False,generation-ix,corrosion,rock,450,15
